App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
WhatsApp,Love the interface and performance.,Positive,0.217904,0.382561
Amazon Shopping,Excellent app with useful features.,Positive,0.473912,0.408849
Zomato,App crashes frequently.,Negative,-0.800347,0.797232
Duolingo,,,,
10 Best Foods for You,"Not bad, just decent.",Neutral,0,0.578295
Spotify,Works fine but can be better.,Neutral,0,0.311595
YouTube,"Amazing experience, highly recommended.",Positive,0.672098,0.822704
Flipkart,Works great especially for daily use.,Positive,0.956616,0.401025
Zomato,Works fine but can be better.,Neutral,0,0.330873
10 Best Foods for You,Excellent app with useful features.,Positive,0.837807,0.611346
10 Best Foods for You,"Not bad, just decent.",Neutral,0,0.376922
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.591187,0.539044
10 Best Foods for You,Very helpful and easy to use.,Positive,0.558209,0.318506
10 Best Foods for You,Very helpful and easy to use.,Positive,0.763443,0.570764
Canva,Excellent app with useful features.,Positive,0.397202,0.569557
Canva,Too many ads.,Negative,-0.674991,0.671486
Duolingo,"Amazing experience, highly recommended.",Positive,0.339985,0.763252
10 Best Foods for You,,,,
Google Maps,Love the interface and performance.,Positive,0.741093,0.557456
WhatsApp,Excellent app with useful features.,Positive,0.36365,0.649006
Flipkart,Average experience overall.,Neutral,0,0.403481
Amazon Shopping,Poor user experience.,Negative,-0.170228,0.886831
Swiggy,"It's okay, needs some improvements.",Neutral,0,0.276617
Adobe Acrobat Reader,"Not bad, just decent.",Neutral,0,0.10949
10 Best Foods for You,"Amazing experience, highly recommended.",Positive,0.280134,0.972065
Telegram,"It's okay, needs some improvements.",Neutral,0,0.125289
Spotify,Very helpful and easy to use.,Positive,0.229881,0.799218
Duolingo,Love the interface and performance.,Positive,0.254356,0.771922
YouTube,Works fine but can be better.,Neutral,0,0.387084
Flipkart,App crashes frequently.,Negative,-0.715001,0.420484
Duolingo,Love the interface and performance.,Positive,0.438103,0.864105
Zomato,Not satisfied with the performance.,Negative,-0.523731,0.644977
Canva,Love the interface and performance.,Positive,0.551214,0.296222
Google Maps,Very helpful and easy to use.,Positive,0.281644,0.926461
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.588017,0.656814
Canva,Very helpful and easy to use.,Positive,0.549515,0.368748
WhatsApp,Useful but has minor issues.,Neutral,0,0.244553
Spotify,Poor user experience.,Negative,-0.273688,0.346897
Zomato,"Amazing experience, highly recommended.",Positive,0.878497,0.964604
Amazon Shopping,,,,
Instagram,Love the interface and performance.,Positive,0.875401,0.284553
Google Maps,Excellent app with useful features.,Positive,0.70466,0.728352
Duolingo,Not satisfied with the performance.,Negative,-0.150657,0.85943
Canva,Useful but has minor issues.,Neutral,0,0.385781
Spotify,Not satisfied with the performance.,Negative,-0.596278,0.402624
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.784765,0.630001
Telegram,Love the interface and performance.,Positive,0.224429,0.856279
Adobe Acrobat Reader,Too many ads.,Negative,-0.726297,0.396768
YouTube,Too many ads.,Negative,-0.530248,0.816212
Canva,Love the interface and performance.,Positive,0.499039,0.946006
Netflix,Works fine but can be better.,Neutral,0,0.370047
Google Maps,Excellent app with useful features.,Positive,0.863049,0.343864
Canva,Love the interface and performance.,Positive,0.522584,0.811688
Telegram,"Amazing experience, highly recommended.",Positive,0.739472,0.672344
YouTube,Useful but has minor issues.,Neutral,0,0.551906
Amazon Shopping,Useful but has minor issues.,Neutral,0,0.571635
Telegram,Excellent app with useful features.,Positive,0.413708,0.671073
Canva,Excellent app with useful features.,Positive,0.832093,0.538818
Flipkart,Love the interface and performance.,Positive,0.713861,0.341623
Duolingo,Useful but has minor issues.,Neutral,0,0.379094
Flipkart,"Amazing experience, highly recommended.",Positive,0.664827,0.887195
Telegram,Very helpful and easy to use.,Positive,0.711999,0.907814
Swiggy,Useful but has minor issues.,Neutral,0,0.288157
Netflix,Love the interface and performance.,Positive,0.543447,0.412516
Netflix,Excellent app with useful features.,Positive,0.322359,0.470414
Google Maps,Too many ads.,Negative,-0.478002,0.470211
Telegram,Works great especially for daily use.,Positive,0.200275,0.974129
YouTube,"Amazing experience, highly recommended.",Positive,0.626163,0.601447
Spotify,,,,
Google Maps,"Amazing experience, highly recommended.",Positive,0.321071,0.990018
Netflix,"Amazing experience, highly recommended.",Positive,0.217644,0.866416
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.669198,0.805351
WhatsApp,Useful but has minor issues.,Neutral,0,0.420049
Amazon Shopping,Poor user experience.,Negative,-0.902836,0.449341
WhatsApp,Works great especially for daily use.,Positive,0.98481,0.235033
Duolingo,"Amazing experience, highly recommended.",Positive,0.465961,0.864047
10 Best Foods for You,Very helpful and easy to use.,Positive,0.800381,0.596474
Duolingo,Very helpful and easy to use.,Positive,0.720229,0.898434
WhatsApp,Love the interface and performance.,Positive,0.533113,0.876102
Instagram,Excellent app with useful features.,Positive,0.81792,0.301422
Duolingo,Love the interface and performance.,Positive,0.70439,0.637364
Swiggy,Poor user experience.,Negative,-0.250005,0.401822
Duolingo,Love the interface and performance.,Positive,0.878233,0.283669
Canva,"Not bad, just decent.",Neutral,0,0.413295
Duolingo,Useful but has minor issues.,Neutral,0,0.408703
Swiggy,Poor user experience.,Negative,-0.373169,0.684686
Duolingo,Very helpful and easy to use.,Positive,0.750951,0.893386
Flipkart,Very helpful and easy to use.,Positive,0.842863,0.23944
Adobe Acrobat Reader,Average experience overall.,Neutral,0,0.129294
Telegram,Very slow after the latest update.,Negative,-0.372708,0.567043
WhatsApp,,,,
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.381655,0.676805
YouTube,Average experience overall.,Neutral,0,0.310624
Canva,Average experience overall.,Neutral,0,0.150004
Spotify,Excellent app with useful features.,Positive,0.503186,0.206143
10 Best Foods for You,Works fine but can be better.,Neutral,0,0.503497
Duolingo,Works great especially for daily use.,Positive,0.237567,0.936407
Google Maps,Love the interface and performance.,Positive,0.690712,0.545072
Google Maps,Works fine but can be better.,Neutral,0,0.180915
Zomato,"Amazing experience, highly recommended.",Positive,0.892143,0.592023
Instagram,Not satisfied with the performance.,Negative,-0.594441,0.967094
YouTube,Love the interface and performance.,Positive,0.844212,0.223113
Amazon Shopping,Works fine but can be better.,Neutral,0,0.499465
Swiggy,Works great especially for daily use.,Positive,0.81634,0.469206
Duolingo,Very helpful and easy to use.,Positive,0.68292,0.477619
Swiggy,"Not bad, just decent.",Neutral,0,0.180132
Amazon Shopping,Works great especially for daily use.,Positive,0.970623,0.838554
Google Maps,"Amazing experience, highly recommended.",Positive,0.448493,0.307469
Flipkart,Excellent app with useful features.,Positive,0.263252,0.424744
Adobe Acrobat Reader,Not satisfied with the performance.,Negative,-0.266243,0.475841
YouTube,Excellent app with useful features.,Positive,0.204895,0.92355
Netflix,,,,
Instagram,Poor user experience.,Negative,-0.36013,0.994146
Amazon Shopping,Love the interface and performance.,Positive,0.67642,0.953415
Instagram,Too many ads.,Negative,-0.598496,0.995951
Google Maps,Poor user experience.,Negative,-0.931474,0.811313
Swiggy,Very helpful and easy to use.,Positive,0.383046,0.807778
Instagram,Love the interface and performance.,Positive,0.783597,0.893119
Netflix,,,,
Netflix,Average experience overall.,Neutral,0,0.284248
Duolingo,Works great especially for daily use.,Positive,0.298725,0.645994
YouTube,Very helpful and easy to use.,Positive,0.489623,0.801937
Duolingo,,,,
Telegram,Very helpful and easy to use.,Positive,0.428166,0.573779
WhatsApp,Excellent app with useful features.,Positive,0.289123,0.955571
Amazon Shopping,Too many ads.,Negative,-0.307224,0.730344
WhatsApp,Love the interface and performance.,Positive,0.786752,0.986631
Instagram,Average experience overall.,Neutral,0,0.221448
Duolingo,Average experience overall.,Neutral,0,0.344643
10 Best Foods for You,Useful but has minor issues.,Neutral,0,0.289753
Amazon Shopping,Too many ads.,Negative,-0.357205,0.758538
10 Best Foods for You,"Amazing experience, highly recommended.",Positive,0.969853,0.861361
Duolingo,"It's okay, needs some improvements.",Neutral,0,0.293307
YouTube,Love the interface and performance.,Positive,0.602433,0.315861
Spotify,Works great especially for daily use.,Positive,0.904877,0.209452
Zomato,"It's okay, needs some improvements.",Neutral,0,0.357351
WhatsApp,Love the interface and performance.,Positive,0.429285,0.924002
Zomato,Too many ads.,Negative,-0.771308,0.941753
Flipkart,Love the interface and performance.,Positive,0.368213,0.628064
Flipkart,Love the interface and performance.,Positive,0.373954,0.763661
Netflix,Works fine but can be better.,Neutral,0,0.220462
Spotify,Love the interface and performance.,Positive,0.609994,0.404365
Netflix,Useful but has minor issues.,Neutral,0,0.38964
Spotify,Useful but has minor issues.,Neutral,0,0.13046
Flipkart,"Not bad, just decent.",Neutral,0,0.152327
Zomato,"Amazing experience, highly recommended.",Positive,0.386041,0.848179
Zomato,"Amazing experience, highly recommended.",Positive,0.768378,0.340024
Amazon Shopping,Average experience overall.,Neutral,0,0.396196
Amazon Shopping,Excellent app with useful features.,Positive,0.320758,0.290184
Telegram,"Amazing experience, highly recommended.",Positive,0.93596,0.325693
Swiggy,Not satisfied with the performance.,Negative,-0.219759,0.946908
WhatsApp,Very slow after the latest update.,Negative,-0.868865,0.331347
Adobe Acrobat Reader,,,,
Canva,Excellent app with useful features.,Positive,0.753332,0.508752
Google Maps,Excellent app with useful features.,Positive,0.606339,0.705103
Telegram,Poor user experience.,Negative,-0.356621,0.385192
Netflix,Very helpful and easy to use.,Positive,0.506973,0.274352
10 Best Foods for You,Love the interface and performance.,Positive,0.43149,0.45546
Canva,Love the interface and performance.,Positive,0.804094,0.828935
Duolingo,Useful but has minor issues.,Neutral,0,0.420757
Canva,Love the interface and performance.,Positive,0.453114,0.741025
Adobe Acrobat Reader,,,,
Canva,Poor user experience.,Negative,-0.248229,0.582994
Amazon Shopping,,,,
Zomato,Not satisfied with the performance.,Negative,-0.65873,0.883864
Flipkart,,,,
WhatsApp,,,,
Google Maps,"Not bad, just decent.",Neutral,0,0.234336
Adobe Acrobat Reader,,,,
Telegram,Excellent app with useful features.,Positive,0.767167,0.763264
Swiggy,Very helpful and easy to use.,Positive,0.201269,0.557617
Flipkart,Useful but has minor issues.,Neutral,0,0.234432
Spotify,Excellent app with useful features.,Positive,0.493827,0.649358
Canva,Very helpful and easy to use.,Positive,0.643169,0.502337
WhatsApp,Average experience overall.,Neutral,0,0.294207
Instagram,Love the interface and performance.,Positive,0.546759,0.644337
Swiggy,Love the interface and performance.,Positive,0.996005,0.728329
Instagram,Excellent app with useful features.,Positive,0.496797,0.67309
Amazon Shopping,Useful but has minor issues.,Neutral,0,0.327235
Google Maps,,,,
Spotify,Excellent app with useful features.,Positive,0.306161,0.904944
YouTube,Love the interface and performance.,Positive,0.66185,0.86483
Amazon Shopping,Excellent app with useful features.,Positive,0.642637,0.204675
Swiggy,App crashes frequently.,Negative,-0.294431,0.552845
Netflix,Poor user experience.,Negative,-0.562008,0.503551
Adobe Acrobat Reader,Very helpful and easy to use.,Positive,0.508077,0.347903
Adobe Acrobat Reader,Useful but has minor issues.,Neutral,0,0.172327
Adobe Acrobat Reader,Works great especially for daily use.,Positive,0.548594,0.341621
Amazon Shopping,Love the interface and performance.,Positive,0.670108,0.559423
YouTube,Too many ads.,Negative,-0.351095,0.556509
Swiggy,Works fine but can be better.,Neutral,0,0.440508
Flipkart,Works fine but can be better.,Neutral,0,0.317559
Netflix,Average experience overall.,Neutral,0,0.163164
Zomato,Useful but has minor issues.,Neutral,0,0.109031
WhatsApp,,,,
Telegram,Too many ads.,Negative,-0.630992,0.965447
Instagram,Works fine but can be better.,Neutral,0,0.523809
Instagram,Love the interface and performance.,Positive,0.688821,0.909939
Swiggy,Excellent app with useful features.,Positive,0.58838,0.72156
Swiggy,Very helpful and easy to use.,Positive,0.773661,0.392296
Amazon Shopping,Love the interface and performance.,Positive,0.939357,0.835873
Flipkart,,,,
Adobe Acrobat Reader,Love the interface and performance.,Positive,0.713184,0.802446
10 Best Foods for You,Excellent app with useful features.,Positive,0.688335,0.875072
Swiggy,App crashes frequently.,Negative,-0.716515,0.599183
WhatsApp,Average experience overall.,Neutral,0,0.573502
Zomato,Love the interface and performance.,Positive,0.308931,0.23508
Instagram,Very helpful and easy to use.,Positive,0.744388,0.203683
Instagram,"It's okay, needs some improvements.",Neutral,0,0.538628
Spotify,Very helpful and easy to use.,Positive,0.759301,0.381603
Telegram,"Amazing experience, highly recommended.",Positive,0.530563,0.644266
Canva,Works great especially for daily use.,Positive,0.676142,0.423223
Instagram,Excellent app with useful features.,Positive,0.967469,0.834425
Netflix,Very slow after the latest update.,Negative,-0.275704,0.867656
Adobe Acrobat Reader,"It's okay, needs some improvements.",Neutral,0,0.117761
